"","Brand","Country","Whiskies","Votes","Rating","WB Ranking",""
"2968","Oishii Wisukii","Scotland",3,3,89.86,"C",NA
"2969","Okanagan Spirits","Canada",4,1,83,"D",NA
"2970","Okayama","Japan",2,1,78.5,"E",NA
"2971","Ol' Dirty Charlotte","Scotland",1,1,86,"C",NA
"2972","Ol' Major","United States",1,NA,NA,"G",NA
"2973","Old 1889 Royal","United States",2,NA,NA,"G",NA
"2974","Old American","United States",3,2,83.5,"D",NA
"2975","Old Anchor","Portugal",1,NA,NA,"G",NA
"2976","Old Angus","Scotland",3,1,85,"C",NA
"2977","Old Argyll","Scotland",7,1,84.25,"D",NA
"2978","Old Armour","Scotland",3,1,80,"D",NA
"2979","Old Arthur","Scotland",1,NA,NA,"G",NA
"2980","Old Baker","United States",4,NA,NA,"G",NA
"2981","Old Baldy","United States",1,NA,NA,"G",NA
"2982","Old Ballantruan","Scotland",15,14,80.56,"D",NA
"2983","Old Bannockburn","Scotland",2,1,89,"C",NA
"2984","Old Bardstown","United States",13,6,78.2,"E",NA
"2985","Old Barrister","Scotland",3,1,76,"E",NA
"2986","Old Bear","Switzerland",43,27,81.73,"D",NA
"2987","Old Beezer","United States",1,1,82,"D",NA
"2988","Old Belfast","United Kingdom",NA,NA,NA,"G",NA
"2989","Old Blacksmith","United States",1,1,73,"F",NA
"2990","Old Blowhard","United States",1,1,87,"C",NA
"2991","Old Blue Ribbon","United States",1,NA,NA,"G",NA
"2992","Old Bolton","United States",1,NA,NA,"G",NA
"2993","Old Bones","United States",4,3,87.89,"C",NA
"2994","Old Boy","Scotland",1,1,74,"F",NA
"2995","Old Bridge","Scotland",4,1,72,"F",NA
"2996","Old Bridgeport","United States",1,NA,NA,"G",NA
"2997","Old Buck","Finland",10,5,82.63,"D",NA
"2998","Old but nevertheless Whisky","Scotland",1,NA,NA,"G",NA
"2999","Old Cabin Still","United States",1,NA,NA,"G",NA
"3000","Old Canada","Canada",4,2,58.79,"G",NA
"3001","Old Castle","Scotland",2,NA,NA,"G",NA
"3002","Old Charter","United States",20,8,83.97,"D",NA
"3003","Old Choice","Scotland",3,NA,NA,"G",NA
"3004","Old Clan","Scotland",2,1,82,"D",NA
"3005","Old Coach","Scotland",2,NA,NA,"G",NA
"3006","Old Cobblers","Scotland",2,NA,NA,"G",NA
"3007","Old Comber","Ireland",3,1,87.5,"C",NA
"3008","Old Commonwealth","United States",4,NA,NA,"G",NA
"3009","Old Country","Scotland",1,NA,NA,"G",NA
"3010","Old Course","Scotland",2,NA,NA,"G",NA
"3011","Old Court","Scotland",6,1,79.5,"E",NA
"3012","Old Crackman","Scotland",3,NA,NA,"G",NA
"3013","Old Crofter","Scotland",1,1,38,"G",NA
"3014","Old Crow","United States",30,7,75.86,"E",NA
"3015","Old Cummins","United States",1,1,91,"B",NA
"3016","Old Deer","Switzerland",44,25,82.56,"D",NA
"3017","Old Distiller","United States",1,NA,NA,"G",NA
"3018","Old Dominick","United States",1,NA,NA,"G",NA
"3019","Old Doppo","Japan",1,NA,NA,"G",NA
"3020","Old Dornie","Scotland",1,NA,NA,"G",NA
"3021","Old Dublin","Ireland",2,NA,NA,"G",NA
"3022","Old Dunluce","Ireland",1,1,85,"C",NA
"3023","Old Durbar","Nepal",1,NA,NA,"G",NA
"3024","Old Eagle","Switzerland",7,6,84.38,"D",NA
"3025","Old Echo Spring","United States",1,1,80.5,"D",NA
"3026","Old Elgin","Scotland",24,13,86.37,"C",NA
"3027","Old Elk","United States",1,NA,NA,"G",NA
"3028","Old England","Scotland",1,NA,NA,"G",NA
"3029","Old Ezra","United States",5,3,80.94,"D",NA
"3030","Old Fahr","Germany",3,2,85,"C",NA
"3031","Old Family","United States",1,1,83,"D",NA
"3032","Old Fellow","United States",1,1,34.5,"G",NA
"3033","Old Fitzgerald","United States",90,16,85.72,"C",NA
"3034","Old Fitzgerald's 1849","United States",10,2,85.9,"C",NA
"3035","Old Flag","Ireland",1,1,41.17,"G",NA
"3036","Old Forester","United States",63,30,84.08,"D",NA
"3037","Old Forge","United States",3,1,85.33,"C",NA
"3038","Old Friend","",1,NA,NA,"G",NA
"3039","Old Garden","Venezuela",1,NA,NA,"G",NA
"3040","Old George","Scotland",1,NA,NA,"G",NA
"3041","Old Glasgow","Scotland",2,NA,NA,"G",NA
"3042","Old Glen","Scotland",1,1,69,"G",NA
"3043","Old Glencrinan","Scotland",1,NA,NA,"G",NA
"3044","Old Glenn","Scotland",3,2,72.75,"F",NA
"3045","Old Grand-Dad","United States",60,22,80.24,"D",NA
"3046","Old Grommes","United States",1,NA,NA,"G",NA
"3047","Old Guns","Scotland",2,1,82.38,"D",NA
"3048","Old Harry","Scotland",1,NA,NA,"G",NA
"3049","Old Harvey","Scotland",1,NA,NA,"G",NA
"3050","Old Havana","Cuba",1,1,45,"G",NA
"3051","Old Heaven Hill","United States",9,2,74.5,"F",NA
"3052","Old Hermitage","United States",2,1,87,"C",NA
"3053","Old Hickory","United States",4,3,88.86,"C",NA
"3054","Old Highland","Scotland",1,NA,NA,"G",NA
"3055","Old Hokonui","New Zealand",2,1,10,"G",NA
"3056","Old House","Scotland",1,NA,NA,"G",NA
"3057","Old House No. 1","Scotland",3,2,60.25,"G",NA
"3058","Old Huckleberry","United States",2,NA,NA,"G",NA
"3059","Old Inn","Scotland",2,NA,NA,"G",NA
"3060","Old Inverness","Scotland",1,1,78.67,"E",NA
"3061","Old Irish Gold","Ireland",3,1,88,"C",NA
"3062","Old Jayhawk","United States",1,NA,NA,"G",NA
"3063","Old Jefferson","United States",1,1,91,"B",NA
"3064","Old Jim Gore","United States",1,NA,NA,"G",NA
"3065","Old Joe","United States",2,1,85.33,"C",NA
"3066","Old Keeper","Scotland",3,3,50.49,"G",NA
"3067","Old Keg","Sri Lanka",1,NA,NA,"G",NA
"3068","Old Kentucky","United States",2,NA,NA,"G",NA
"3069","Old Kentucky Rifle","United States",3,NA,NA,"G",NA
"3070","Old Kentucky Tavern","United States",5,1,88,"C",NA
"3071","Old Level","Scotland",1,NA,NA,"G",NA
"3072","Old Lewis Hunter","United States",3,1,88,"C",NA
"3073","Old Lexington","United States",1,NA,NA,"G",NA
"3074","Old Log Cabin","United States",1,NA,NA,"G",NA
"3075","Old Lord","Scotland",1,NA,NA,"G",NA
"3076","Old Lords","Scotland",1,NA,NA,"G",NA
"3077","Old Mac","Scotland",1,NA,NA,"G",NA
"3078","Old MacLoy","Scotland",1,NA,NA,"G",NA
"3079","Old Man Winter","United States",5,1,89,"C",NA
"3080","Old Masters","Scotland",2,NA,NA,"G",NA
"3081","Old McBrayer","United States",1,NA,NA,"G",NA
"3082","Old McMeiderich","Scotland",1,NA,NA,"G",NA
"3083","Old Medley","United States",2,1,84,"D",NA
"3084","Old Memories","Scotland",1,NA,NA,"G",NA
"3085","Old Miller","United States",1,NA,NA,"G",NA
"3086","Old Mister Kentucky","United States",1,NA,NA,"G",NA
"3087","Old Mock","United States",2,1,90.5,"B",NA
"3088","Old Mr. Boston","United States",3,NA,NA,"G",NA
"3089","Old Mull","Scotland",4,2,82.25,"D",NA
"3090","Old Mull Blend","Scotland",1,NA,NA,"G",NA
"3091","Old Mustang","Switzerland",7,6,81.58,"D",NA
"3092","Old Nick","United States",NA,NA,NA,"G",NA
"3093","Old Nobility","France",1,NA,NA,"G",NA
"3094","Old Norman","Scotland",1,NA,NA,"G",NA
"3095","Old Orkney","Scotland",7,6,79.78,"E",NA
"3096","Old Overholt","United States",20,4,78.2,"E",NA
"3097","Old Owl","Germany",7,4,76.81,"E",NA
"3098","Old Parr","Scotland",13,3,85.91,"C",NA
"3099","Old Pepper","United States",1,1,77,"E",NA
"3100","Old Perth","Scotland",25,22,82.55,"D",NA
"3101","Old Pogue","United States",3,1,82.86,"D",NA
"3102","Old Potrero","United States",19,9,83.21,"D",NA
"3103","Old Pulteney","Scotland",455,356,85.66,"C",NA
"3104","Old Punk","United States",1,NA,NA,"G",NA
"3105","Old Quaker","United States",7,2,82.5,"D",NA
"3106","Old Rarity","Scotland",10,6,80.35,"D",NA
"3107","Old Raven","Austria",25,15,82.52,"D",NA
"3108","Old Reader","United States",1,NA,NA,"G",NA
"3109","Old Red Fox","United States",2,1,5,"G",NA
"3110","Old Reliable","Australia",1,NA,NA,"G",NA
"3111","Old Rhosdhu","Scotland",28,14,77.64,"E",NA
"3112","Old Rip Van Winkle","United States",54,13,88.6,"C",NA
"3113","Old Ripy","United States",1,NA,NA,"G",NA
"3114","Old River","Switzerland",3,2,72,"F",NA
"3115","Old Royal","Scotland",7,2,80.5,"D",NA
"3116","Old Sandhill","Germany",4,2,77.17,"E",NA
"3117","Old Schenley","United States",2,NA,NA,"G",NA
"3118","Old Scotch Whisky","Scotland",3,NA,NA,"G",NA
"3119","Old Scotia","Scotland",NA,NA,NA,"G",NA
"3120","Old Setter","United States",1,NA,NA,"G",NA
"3121","Old Sey","",1,1,65,"G",NA
"3122","Old Shipbuilder","Scotland",1,NA,NA,"G",NA
"3123","Old Skinner's","Scotland",1,NA,NA,"G",NA
"3124","Old Smoothey","Scotland",1,NA,NA,"G",NA
"3125","Old Smuggler","Scotland",18,12,75.89,"E",NA
"3126","Old Speyside","Scotland",2,2,91.02,"B",NA
"3127","Old Squire","Scotland",1,NA,NA,"G",NA
"3128","Old St. Andrews","Scotland",26,11,71.74,"F",NA
"3129","Old St. Pete","United States",1,NA,NA,"G",NA
"3130","Old Stagg","United States",6,2,89.75,"C",NA
"3131","Old Stock Reserve","Scotland",3,3,90.71,"B",NA
"3132","Old Sunny Brook","United States",7,1,80,"D",NA
"3133","Old Tahoe","United States",1,1,83,"D",NA
"3134","Old Tavern","Scotland",NA,NA,NA,"G",NA
"3135","Old Taylor","United States",36,10,84.71,"D",NA
"3136","Old Thompson","United States",2,NA,NA,"G",NA
"3137","Old Torys","Mexico",1,NA,NA,"G",NA
"3138","Old Tradition","United States",1,NA,NA,"G",NA
"3139","Old Troon","Scotland",4,1,24,"G",NA
"3140","Old Tub","United States",1,1,88,"C",NA
"3141","Old Vandegrift","United States",1,NA,NA,"G",NA
"3142","Old Velvet","United States",1,NA,NA,"G",NA
"3143","Old Virginia","United States",3,1,61,"G",NA
"3144","Old W.L. Weller","United States",6,1,85,"C",NA
"3145","Old Warrior","Scotland",1,NA,NA,"G",NA
"3146","Old Well","Czech Republic",1,1,86,"C",NA
"3147","Old Weller","United States",25,8,86.27,"C",NA
"3148","Old West Whisky","Scotland",1,NA,NA,"G",NA
"3149","Old Whiskey River","United States",4,1,64,"G",NA
"3150","Old Williamsburg","United States",2,NA,NA,"G",NA
"3151","Old Woodpecker","Switzerland",4,4,82.42,"D",NA
"3152","Old World Spirits","United States",3,NA,NA,"G",NA
"3153","Old Worthy","Scotland",2,NA,NA,"G",NA
"3154","Olde Bourbon","United States",1,1,83,"D",NA
"3155","Olde Sunnyford","United States",1,1,87,"C",NA
"3156","Oldfangled Knotter Bourbon","United States",2,1,89,"C",NA
"3157","OldField","United States",1,NA,NA,"G",NA
"3158","Oldfield's Blue Label","Scotland",4,NA,NA,"G",NA
"3159","Oldman","Scotland",1,NA,NA,"G",NA
"3160","Oldmark","Germany",4,NA,NA,"G",NA
"3161","Oldmaster","Germany",1,NA,NA,"G",NA
"3162","Oldmoor","Scotland",10,1,82,"D",NA
"3163","Ole Smoky","United States",7,5,30.06,"G",NA
"3164","OMBC","Scotland",1,NA,NA,"G",NA
"3165","Ómra","Ireland",1,1,83.17,"D",NA
"3166","One Foot Cock","United States",2,NA,NA,"G",NA
"3167","One-Twenty","United States",1,NA,NA,"G",NA
"3168","Onyx Moonshine","United States",1,NA,NA,"G",NA
"3169","Oola","United States",4,1,79,"E",NA
"3170","Ootori","Japan",1,1,84.2,"D",NA
"3171","Operation Overlord","Scotland",1,NA,NA,"G",NA
"3172","Oppidan","United States",1,NA,NA,"G",NA
"3173","Optimism","Scotland",1,1,83,"D",NA
"3174","Òran Mór","Scotland",2,NA,NA,"G",NA
"3175","Orangerie","Scotland",2,2,70.93,"F",NA
"3176","Orbis","",1,1,89,"C",NA
"3177","Orbital","",1,1,70,"F",NA
"3178","Orcadian","Scotland",1,1,87.5,"C",NA
"3179","Ord","Scotland",24,21,88.44,"C",NA
"3180","Òrdha-Meas","Scotland",2,1,80,"D",NA
"3181","Ordinary Whisky","Scotland",1,1,91,"B",NA
"3182","Oregon Spirit Distillers","United States",2,1,80,"D",NA
"3183","Oregon Territory","United States",1,NA,NA,"G",NA
"3184","Organic Oregon","United States",1,NA,NA,"G",NA
"3185","Original","United States",1,NA,NA,"G",NA
"3186","Original Barrel Brand","United States",1,NA,NA,"G",NA
"3187","Original Dauborner","Germany",5,3,66.33,"G",NA
"3188","Original Tennessee Sour Mash Whisky","United States",2,1,85.5,"C",NA
"3189","Orkney","Scotland",14,11,86.94,"C",NA
"3190","Orkney Islands","Scotland",14,8,87.86,"C",NA
"3191","Orkney Single Malt","Scotland",6,5,87.37,"C",NA
"3192","Orkneyjar","Scotland",1,1,85.5,"C",NA
"3193","Orma","Switzerland",19,18,83.51,"D",NA
"3194","Osokyé","France",1,NA,NA,"G",NA
"3195","Otto's Uisge Beatha","Germany",1,1,63,"G",NA
"3196","Öufi-Brauerei","Switzerland",6,5,82.5,"D",NA
"3197","Over an Islay Rainbow","Scotland",5,1,90,"B",NA
"3198","Overaged Malt Whisky","Scotland",14,11,87.06,"C",NA
"3199","Overeem","Australia",26,15,82.34,"D",NA
"3200","Overholt","United States",4,3,89.78,"C",NA
"3201","Owen","Germany",6,5,55.55,"G",NA
"3202","Oxford","Scotland",2,NA,NA,"G",NA
"3203","OYO","United States",5,2,77.5,"E",NA
"3204","Ozark Distillery","United States",1,NA,NA,"G",NA
"3205","P&M","France",16,12,73.46,"F",NA
"3206","P&O","Scotland",1,NA,NA,"G",NA
"3207","Paddy","Ireland",27,10,79.51,"E",NA
"3208","Page & Sandeman","Scotland",1,NA,NA,"G",NA
"3209","Palatinatus","Germany",8,3,60.11,"G",NA
"3210","Palm Ridge","United States",2,2,76.88,"E",NA
"3211","Palmetto","United States",2,NA,NA,"G",NA
"3212","Palyver","",1,NA,NA,"G",NA
"3213","Pandora's Box","Scotland",1,1,66.5,"G",NA
"3214","Panimoravintola Koulu","Finland",2,1,72,"F",NA
"3215","Paniolo","United States",1,NA,NA,"G",NA
"3216","Panther Distillery","United States",5,1,68.5,"G",NA
"3217","Pappy Van Winkle's","United States",31,21,88.07,"C",NA
"3218","Paragon","Scotland",1,1,84.69,"D",NA
"3219","Park & Tilford","United States",1,NA,NA,"G",NA
"3220","Park Avenue","United States",1,NA,NA,"G",NA
"3221","Park Gate","Scotland",3,2,79.25,"E",NA
"3222","Park Lane","Scotland",6,2,81.67,"D",NA
"3223","Parker's Heritage Collection","United States",20,15,89.57,"C",NA
"3224","Parkers","Scotland",4,1,72,"F",NA
"3225","Parkmore","Scotland",2,1,87,"C",NA
"3226","Pàrlamaid na h-Alba","Scotland",1,NA,NA,"G",NA
"3227","Parliament","Scotland",3,NA,NA,"G",NA
"3228","Partick Thistle","Scotland",2,NA,NA,"G",NA
"3229","Partridge","Scotland",1,NA,NA,"G",NA
"3230","Passport","Scotland",13,4,74.33,"F",NA
"3231","Patmar's","Scotland",1,NA,NA,"G",NA
"3232","Patrick Breindl","Switzerland",1,1,65,"G",NA
"3233","Paul John","India",84,62,84.32,"D",NA
"3234","Paul Moore","Germany",1,NA,NA,"G",NA
"3235","Peach Street Distillers","United States",3,1,78.25,"E",NA
"3236","Peak","Scotland",1,NA,NA,"G",NA
"3237","Peak Whisky","Japan",1,NA,NA,"G",NA
"3238","Peaky Blinder","Ireland",1,1,79.33,"E",NA
"3239","Pearse","Ireland",9,7,79.29,"E",NA
"3240","Pearse Lyons","United States",2,1,80,"D",NA
"3241","Peat","Scotland",5,4,84.86,"D",NA
"3242","Peat 2 Peat","Scotland",1,1,90,"B",NA
"3243","Peat at the Foot of the River","Scotland",1,1,86,"C",NA
"3244","Peat Bog","Scotland",10,10,85.21,"C",NA
"3245","Peat Chimney","Scotland",9,8,80.63,"D",NA
"3246","Peat Dreams","Scotland",1,1,84.91,"D",NA
"3247","Peat Freak","Scotland",1,1,85,"C",NA
"3248","Peat Peak","Scotland",1,1,82.25,"D",NA
"3249","Peat Reek","Scotland",55,41,85.23,"C",NA
"3250","Peat's Beast","Scotland",6,5,83.9,"D",NA
"3251","Peatbull","Scotland",1,NA,NA,"G",NA
"3252","Peated Highland","Scotland",16,15,83.67,"D",NA
"3253","Peated Orkney","Scotland",1,NA,NA,"G",NA
"3254","Peated Young Malt","Denmark",1,1,73.5,"F",NA
"3255","Peatfire!","Scotland",1,1,82,"D",NA
"3256","Peatland","Scotland",1,1,77,"E",NA
"3257","Peatreekers","Scotland",1,NA,NA,"G",NA
"3258","Peatside","Scotland",13,10,83.6,"D",NA
"3259","Peaty Five","Scotland",6,3,84.44,"D",NA
"3260","Peaty Overaged Malt Whisky","France",1,1,90,"B",NA
"3261","Pebble Beach","Scotland",1,1,83.25,"D",NA
"3262","Peerless","United States",2,1,89,"C",NA
"3263","Peg Leg Porker","United States",1,NA,NA,"G",NA
"3264","Pelter","Israel",1,1,78.5,"E",NA
"3265","Pemberton Distillery","Canada",5,2,82,"D",NA
"3266","Penderyn","United Kingdom",108,80,82.78,"D",NA
"3267","Pendleton","Canada",5,3,71.39,"F",NA
"3268","PennyPacker","United States",5,4,69.31,"G",NA
"3269","Penrose","Scotland",1,NA,NA,"G",NA
"3270","Penthouse","United States",1,NA,NA,"G",NA
"3271","Peregrine Rock","United States",1,NA,NA,"G",NA
"3272","Perry's","Scotland",2,NA,NA,"G",NA
"3273","Persian Empire","Canada",1,NA,NA,"G",NA
"3274","Persse's Distillery","Ireland",2,NA,NA,"G",NA
"3275","Peter Affenzeller","Austria",6,3,68.97,"G",NA
"3276","Peter Dawson","Scotland",16,2,76.5,"E",NA
"3277","Peter Jake's","United States",1,NA,NA,"G",NA
"3278","Pfälzer Leidenschaft","Germany",5,3,84.61,"D",NA
"3279","Pfanner","Austria",9,8,75.66,"E",NA
"3280","Pfau Brennerei","Austria",4,1,59.5,"G",NA
"3281","Pheasant Plucker","Scotland",2,NA,NA,"G",NA
"3282","Phenomenology","Scotland",2,2,87.4,"C",NA
"3283","Philadelphia","United States",1,NA,NA,"G",NA
"3284","Philadelphia Distilling","United States",1,NA,NA,"G",NA
"3285","Phillips Union","",1,NA,NA,"G",NA
"3286","Pig's Nose","Scotland",5,5,76.32,"E",NA
"3287","Pike Creek","Canada",7,7,80.98,"D",NA
"3288","Pikesville","United States",3,3,80.9,"D",NA
"3289","Pillage","Scotland",2,2,86.67,"C",NA
"3290","Pillaged","Scotland",1,1,90.5,"B",NA
"3291","Pinch","Scotland",6,4,79.58,"E",NA
"3292","Pine Barrens","United States",17,3,80.33,"D",NA
"3293","Pinhook","United States",7,NA,NA,"G",NA
"3294","Pinwinnie","Scotland",9,4,76.61,"E",NA
"3295","Pipe House","Germany",3,1,57,"G",NA
"3296","Pipe Major","Scotland",3,NA,NA,"G",NA
"3297","Piper","Scotland",2,NA,NA,"G",NA
"3298","Pipers Clan","Scotland",5,NA,NA,"G",NA
"3299","Pittsburgh Distilling Company","United States",4,NA,NA,"G",NA
"3300","Pittyvaich","Scotland",90,54,83.88,"D",NA
"3301","Plankinton Reserve","Scotland",1,NA,NA,"G",NA
"3302","Platte Valley","United States",6,3,71.61,"F",NA
"3303","Plenty","United States",1,NA,NA,"G",NA
"3304","Plus-Four","Scotland",1,NA,NA,"G",NA
"3305","Pluscarden","Scotland",4,4,87.86,"C",NA
"3306","Pluscarden Valley","Scotland",3,2,90.75,"B",NA
"3307","Plutonia","Scotland",5,5,87.79,"C",NA
"3308","Pointers","Scotland",8,NA,NA,"G",NA
"3309","Poit Dhubh","Scotland",31,21,84.12,"D",NA
"3310","Polly's Casks","Scotland",1,NA,NA,"G",NA
"3311","Pommerscher Greif","Germany",10,10,72.6,"F",NA
"3312","Popcorn Sutton","United States",3,1,60,"G",NA
"3313","Port Askaig","Scotland",23,23,86.87,"C",NA
"3314","Port Cask","Scotland",2,2,89.63,"C",NA
"3315","Port Charlotte","Scotland",495,418,87.74,"C",NA
"3316","Port Chilkoot","United States",2,NA,NA,"G",NA
"3317","Port Dundas","Scotland",125,96,85.72,"C",NA
"3318","Port Ellen","Scotland",1049,832,89.63,"C",NA
"3319","Portside","Scotland",1,1,87.76,"C",NA
"3320","Portsoy","Scotland",1,1,85.88,"C",NA
"3321","Pot Lid","Scotland",2,NA,NA,"G",NA
"3322","Potter","Canada",7,6,83.18,"D",NA
"3323","Potter's","United States",2,NA,NA,"G",NA
"3324","Pow-wow","United States",2,2,72.88,"F",NA
"3325","Powers","Ireland",28,17,81.6,"D",NA
"3326","Praskoveyskoe","Russian Federation",5,3,58.17,"G",NA
"3327","Precinct No. 6","United States",1,NA,NA,"G",NA
"3328","Premiers","Scotland",18,NA,NA,"G",NA
"3329","Premiers Choice","Scotland",2,2,83.13,"D",NA
"3330","President","Scotland",4,3,81.78,"D",NA
"3331","Prestonfield","Scotland",10,7,84.32,"D",NA
"3332","Prestonfield House","Scotland",3,3,80.56,"D",NA
"3333","Preußische P8 382267","Scotland",1,1,86.25,"C",NA
"3334","Preussischer Whisky","Germany",36,17,69.96,"G",NA
"3335","Prichard's","United States",13,7,80.28,"D",NA
"3336","Pride of Islay","Scotland",5,5,83.56,"D",NA
"3337","Pride of Orkney","Scotland",5,5,81.8,"D",NA
"3338","Pride of Strathspey","Scotland",27,21,91.74,"B",NA
"3339","Pride of the Lowlands","Scotland",3,2,83.97,"D",NA
"3340","Prima Contione","",1,1,84,"D",NA
"3341","Prime Blue","Scotland",5,NA,NA,"G",NA
"3342","Prince Charlie","Scotland",6,NA,NA,"G",NA
"3343","Prince Consort","United Kingdom",NA,NA,NA,"G",NA
"3344","Prince Howard","Scotland",1,NA,NA,"G",NA
"3345","Prince of Wales","United Kingdom",14,1,78.33,"E",NA
"3346","Prince Regent","Scotland",1,1,90.22,"B",NA
"3347","Princes Liqueur","Scotland",1,NA,NA,"G",NA
"3348","Printer's","Czech Republic",2,1,57.25,"G",NA
"3349","Pritchard's","Scotland",1,NA,NA,"G",NA
"3350","Private Stock","Scotland",6,6,81.31,"D",NA
"3351","Prizefight","Ireland",1,1,80,"D",NA
"3352","Probably Speyside's Finest","Scotland",34,31,89.29,"C",NA
"3353","Prometheus","Scotland",3,3,89.58,"C",NA
"3354","Proof 107","United States",1,NA,NA,"G",NA
"3355","Prum","Germany",5,4,73.67,"F",NA
"3356","Puni","Italy",20,20,78.26,"E",NA
"3357","Punish95","United States",2,NA,NA,"G",NA
"3358","Pure Antique","United States",1,NA,NA,"G",NA
"3359","Pure Kentucky","United States",7,7,83.14,"D",NA
"3360","Pure Malt","Scotland",8,2,80.25,"D",NA
"3361","Pure Malt Scotch Whisky","Scotland",2,1,89,"C",NA
"3362","Pure Scot","Scotland",3,1,76.75,"E",NA
"3363","Pure Single Malt","Scotland",8,6,88,"C",NA
"3364","Pure Taste","Belgium",4,4,79.82,"E",NA
"3365","Purely Medicinal","Scotland",1,NA,NA,"G",NA
"3366","Putachieside","Scotland",4,3,82.72,"D",NA
"3367","Putnam","United States",2,NA,NA,"G",NA
"3368","Q","Japan",1,NA,NA,"G",NA
"3369","Q & P Land","Scotland",2,NA,NA,"G",NA
"3370","QE2","Scotland",5,2,86,"C",NA
"3371","Queen Anne","Scotland",23,9,79.74,"E",NA
"3372","Queen Elizabeth","Scotland",5,1,83,"D",NA
"3373","Queen Jennie","United States",1,NA,NA,"G",NA
"3374","Queen Margot","Scotland",7,5,63.81,"G",NA
"3375","Queen Mary 2","",1,NA,NA,"G",NA
"3376","Queen Mary of Scots","Scotland",1,1,35,"G",NA
"3377","Queen Mary's Seal","Scotland",1,NA,NA,"G",NA
"3378","Queen of Scotland","Scotland",1,1,57.2,"G",NA
"3379","Queen of Scots","Scotland",1,1,54,"G",NA
"3380","Queen of Spey","Scotland",1,1,84.33,"D",NA
"3381","Queen's Castle","Scotland",4,1,80,"D",NA
"3382","Queen's Tower","Scotland",2,NA,NA,"G",NA
"3383","Queens & Kings","Germany",6,4,85.67,"C",NA
"3384","Queensferry Lodge Hotel","Scotland",1,NA,NA,"G",NA
"3385","Quingdao Whisky","",1,NA,NA,"G",NA
"3386","Quinn Group","Ireland",2,NA,NA,"G",NA
"3387","Quintessential","Scotland",1,NA,NA,"G",NA
"3388","R & B","Scotland",2,NA,NA,"G",NA
"3389","R. A","Scotland",1,NA,NA,"G",NA
"3390","R.J. Hodges","United States",1,NA,NA,"G",NA
"3391","Raasay","Scotland",3,3,84.21,"D",NA
"3392","Rabbie's Dram","Scotland",1,NA,NA,"G",NA
"3393","Rabbit Hole","United States",3,NA,NA,"G",NA
"3394","Racke Rauchzart","Germany",11,5,70.68,"F",NA
"3395","Rackhouse","United States",2,2,79.75,"E",NA
"3396","Raetia","Switzerland",4,2,80,"D",NA
"3397","Ragtime","United States",1,1,80.75,"D",NA
"3398","Railspur No. 1","Canada",2,NA,NA,"G",NA
"3399","Rainbow","United States",1,NA,NA,"G",NA
"3400","Rainbow Whisky","Japan",1,1,79,"E",NA
"3401","Rampur","India",4,3,76.76,"E",NA
"3402","Ramsbottom","United Kingdom",2,NA,NA,"G",NA
"3403","Ramston","Scotland",1,NA,NA,"G",NA
"3404","Ranch Wood","United States",3,1,59.33,"G",NA
"3405","Ranchwood","United States",1,NA,NA,"G",NA
